qn_ans_code,qn_text,qn_type,qn_label_godata_eng,qn_label_godata_ita,qn_label_godata_ara,qn_label_godata_ukr,ans_label,ans_value,qn_label,accept_na
Q1A2Q59A14,Do you have any underlying disease or pre-existing condition(s)?,Multiple answers,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,No,No,comorb,0
Q1A2Q59A15,Do you have any underlying disease or pre-existing condition(s)?,Multiple answers,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,Unknown,Unknown,comorb,0
Q1A2Q59A16,Do you have any underlying disease or pre-existing condition(s)?,Multiple answers,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,Others,Others,comorb,0
Q1A2Q59A16Q1,Please specify,Freetext,please_specify,please_specify,please_specify,please_specify,NA,NA,comorb_specify,1
Q1A2Q59A1Q1A1,Specify trimester,Single Answer,specify_trimester,specify_trimester,specify_trimester,specify_trimester,First,First,comorb_trimester,1
Q1A2Q59A1Q1A2,Specify trimester,Single Answer,specify_trimester,specify_trimester,specify_trimester,specify_trimester,Second,Second,comorb_trimester,1
Q1A2Q59A1Q1A3,Specify trimester,Single Answer,specify_trimester,specify_trimester,specify_trimester,specify_trimester,Third,Third,comorb_trimester,1
Q1A2Q59A1Q1A4,Specify trimester,Single Answer,specify_trimester,specify_trimester,specify_trimester,specify_trimester,Unknown,Unknown,comorb_trimester,1
Q1A2Q59A2,Do you have any underlying disease or pre-existing condition(s)?,Multiple answers,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,Obesity,Obesity,comorb,0
Q1A2Q59A2Q1,BMI,Numeric,bmi,bmi,bmi,bmi,NA,NA,comorb_bmi,1
Q1A2Q59A3,Do you have any underlying disease or pre-existing condition(s)?,Multiple answers,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,Cancer,Cancer,comorb,0
Q1A2Q59A4,Do you have any underlying disease or pre-existing condition(s)?,Multiple answers,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,Diabetes,Diabetes,comorb,0
Q1A2Q59A5,Do you have any underlying disease or pre-existing condition(s)?,Multiple answers,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,HIV/other immune deficiency,HIV/other immune deficiency,comorb,0
Q1A2Q59A6,Do you have any underlying disease or pre-existing condition(s)?,Multiple answers,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,Heart disease,Heart disease,comorb,0
Q1A2Q59A7,Do you have any underlying disease or pre-existing condition(s)?,Multiple answers,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,Asthma (requiring medication) ,Asthma (requiring medication) ,comorb,0
Q1A2Q59A8,Do you have any underlying disease or pre-existing condition(s)?,Multiple answers,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,Chronic lung disease (non-asthma),Chronic lung disease (non-asthma),comorb,0
Q1A2Q59A9,Do you have any underlying disease or pre-existing condition(s)?,Multiple answers,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,do_you_have_any_underlying_disease_or_pre_existing_condition_s,Chronic liver disease,Chronic liver disease,comorb,0
Q1A2Q5A1,Sex,Single Answer,sex,sex,sex,sex,Female,Female,sex,0
Q1A2Q5A2,Sex,Single Answer,sex,sex,sex,sex,Male,Male,sex,0
Q1A2Q5A3,Sex,Single Answer,sex,sex,sex,sex,Not known,Not known,sex,0
Q1A2Q6,Age,Numeric,age,age,age,age,NA,NA,age,0
Q1A2Q60A1,Are you taking any medication(s) regularly (apart from those for COVID-19)?,Multiple answers,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_19,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_19,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_19,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_19,Statin medication,Statin medication,meds,1
Q1A2Q60A2,Are you taking any medication(s) regularly (apart from those for COVID-19)?,Multiple answers,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_20,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_20,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_20,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_20,Steroid medication,Steroid medication,meds,1
Q1A2Q60A3,Are you taking any medication(s) regularly (apart from those for COVID-19)?,Multiple answers,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_21,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_21,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_21,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_21,Antidiabetic medication,Antidiabetic medication,meds,1
Q1A2Q60A4,Are you taking any medication(s) regularly (apart from those for COVID-19)?,Multiple answers,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_22,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_22,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_22,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_22,Immunosuppressive medication,Immunosuppressive medication,meds,1
Q1A2Q60A5,Are you taking any medication(s) regularly (apart from those for COVID-19)?,Multiple answers,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_23,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_23,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_23,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_23,No,No,meds,1
Q1A2Q60A6,Are you taking any medication(s) regularly (apart from those for COVID-19)?,Multiple answers,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_24,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_24,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_24,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_24,Unknown,Unknown,meds,1
Q1A2Q60A7,Are you taking any medication(s) regularly (apart from those for COVID-19)?,Multiple answers,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_25,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_25,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_25,are_you_taking_any_medication_s_regularly_apart_from_those_for_covid_25,Others,Others,meds,1
Q1A2Q60A7Q1,Please specify,Freetext,please_specify_meds,please_specify_meds,please_specify_meds,please_specify_meds,NA,NA,meds_specify,1
Q1A2Q61A1,Did you receive a prophylactic treatment for COVID-19 in the last 14 days?,Multiple answers,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,Yes (click to enter information on 1st prophylactic treatment),Yes (click to enter information on 1st prophylactic treatment),prophyl,1
Q1A2Q61A1Q1,Which drug was received?,Freetext,which_drug_was_received,which_drug_was_received,which_drug_was_received,which_drug_was_received,NA,NA,prohpyl1_specify,1
Q1A2Q61A1Q2,Date started ,Date/Time,date_started,date_started,date_started,date_started,NA,NA,prohpyl1_datestart,1
Q1A2Q61A1Q3,Date stopped ,Date/Time,date_stopped,date_stopped,date_stopped,date_stopped,NA,NA,prohpyl1_datestop,1
Q1A2Q61A1Q4,Dosage,Freetext,dosage,dosage,dosage,dosage,NA,NA,prohpyl1_dose,1
Q1A2Q61A2,Did you receive a prophylactic treatment for COVID-19 in the last 14 days?,Multiple answers,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,Yes (click to enter information on 2nd prophylactic treatment),Yes (click to enter information on 2nd prophylactic treatment),prohpyl,1
Q1A2Q61A2Q1,Which drug was received?,Freetext,which_drug_was_received_clone_6597021c-0392-4017-9b57-9a08d8290c01,which_drug_was_received_clone_6597021c-0392-4017-9b57-9a08d8290c01,which_drug_was_received_clone_6597021c-0392-4017-9b57-9a08d8290c01,which_drug_was_received_clone_6597021c-0392-4017-9b57-9a08d8290c01,NA,NA,prohpyl2_specify,1
Q1A2Q61A2Q2,Date started ,Date/Time,date_started_clone_a45bfce7-f96e-4877-bcaf-98e557eb3f91,date_started_clone_a45bfce7-f96e-4877-bcaf-98e557eb3f91,date_started_clone_a45bfce7-f96e-4877-bcaf-98e557eb3f91,date_started_clone_a45bfce7-f96e-4877-bcaf-98e557eb3f91,NA,NA,prohpyl2_datestart,1
Q1A2Q61A2Q3,Date stopped ,Date/Time,date_stopped_clone_168d2882-ff14-4909-9e0c-e7f19da9f265,date_stopped_clone_168d2882-ff14-4909-9e0c-e7f19da9f265,date_stopped_clone_168d2882-ff14-4909-9e0c-e7f19da9f265,date_stopped_clone_168d2882-ff14-4909-9e0c-e7f19da9f265,NA,NA,prohpyl2_datestop,1
Q1A2Q61A2Q4,Dosage,Freetext,dosage_clone_49f66ffc-46c0-4cbc-ba04-57116c3c7d0e,dosage_clone_49f66ffc-46c0-4cbc-ba04-57116c3c7d0e,dosage_clone_49f66ffc-46c0-4cbc-ba04-57116c3c7d0e,dosage_clone_49f66ffc-46c0-4cbc-ba04-57116c3c7d0e,NA,NA,prohpyl2_dose,1
Q1A2Q61A3,Did you receive a prophylactic treatment for COVID-19 in the last 14 days?,Multiple answers,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,Yes (click to enter information on 3rd prophylactic treatment),Yes (click to enter information on 3rd prophylactic treatment),prohpyl,1
Q1A2Q61A3Q1,Which drug was received?,Freetext,which_drug_was_received_clone_6597021c-0392-4017-9b57-9a08d8290c01_clone_d480d7dd-52f2-47e6-a9cf-686f87a8ab84,which_drug_was_received_clone_6597021c-0392-4017-9b57-9a08d8290c01_clone_d480d7dd-52f2-47e6-a9cf-686f87a8ab84,which_drug_was_received_clone_6597021c-0392-4017-9b57-9a08d8290c01_clone_d480d7dd-52f2-47e6-a9cf-686f87a8ab84,which_drug_was_received_clone_6597021c-0392-4017-9b57-9a08d8290c01_clone_d480d7dd-52f2-47e6-a9cf-686f87a8ab84,NA,NA,prohpyl3_specify,1
Q1A2Q61A3Q2,Date started ,Date/Time,date_started_clone_a45bfce7-f96e-4877-bcaf-98e557eb3f91_clone_92873ae1-a523-4fb6-8d87-2e2646b39e71,date_started_clone_a45bfce7-f96e-4877-bcaf-98e557eb3f91_clone_92873ae1-a523-4fb6-8d87-2e2646b39e71,date_started_clone_a45bfce7-f96e-4877-bcaf-98e557eb3f91_clone_92873ae1-a523-4fb6-8d87-2e2646b39e71,date_started_clone_a45bfce7-f96e-4877-bcaf-98e557eb3f91_clone_92873ae1-a523-4fb6-8d87-2e2646b39e71,NA,NA,prohpyl3_datestart,1
Q1A2Q61A3Q3,Date stopped ,Date/Time,date_stopped_clone_168d2882-ff14-4909-9e0c-e7f19da9f265_clone_880fd30e-f621-4b0f-abc8-4bcc5c00c2c7,date_stopped_clone_168d2882-ff14-4909-9e0c-e7f19da9f265_clone_880fd30e-f621-4b0f-abc8-4bcc5c00c2c7,date_stopped_clone_168d2882-ff14-4909-9e0c-e7f19da9f265_clone_880fd30e-f621-4b0f-abc8-4bcc5c00c2c7,date_stopped_clone_168d2882-ff14-4909-9e0c-e7f19da9f265_clone_880fd30e-f621-4b0f-abc8-4bcc5c00c2c7,NA,NA,prohpyl3_datestop,1
Q1A2Q61A3Q4,Dosage,Freetext,dosage_clone_49f66ffc-46c0-4cbc-ba04-57116c3c7d0e_clone_7a8b1ae6-d7b9-466f-95fc-f777ea8d4268,dosage_clone_49f66ffc-46c0-4cbc-ba04-57116c3c7d0e_clone_7a8b1ae6-d7b9-466f-95fc-f777ea8d4268,dosage_clone_49f66ffc-46c0-4cbc-ba04-57116c3c7d0e_clone_7a8b1ae6-d7b9-466f-95fc-f777ea8d4268,dosage_clone_49f66ffc-46c0-4cbc-ba04-57116c3c7d0e_clone_7a8b1ae6-d7b9-466f-95fc-f777ea8d4268,NA,NA,prohpyl3_dose,1
Q1A2Q61A4,Did you receive a prophylactic treatment for COVID-19 in the last 14 days?,Multiple answers,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,No,No,prohpyl,1
Q1A2Q61A5,Did you receive a prophylactic treatment for COVID-19 in the last 14 days?,Multiple answers,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,did_the_case_receive_a_prophylactic_treatment_for_covid_19_in_the_last_14_days,Unknown,Unknown,prohpyl,1
Q1A2Q62A1,Did you receive COVID-19 vaccination?,Single Answer,did_you_receive_covid_19_vaccination,hai_ricevuto_la_vaccinazione_covid_19,هل_تم_تطعيم_عامل_الرعاية_الصحية؟,did_you_receive_covid_19_vaccination,Yes,Yes,init_vaccine,0
Q1A2Q62A1Q1,Date of the first dose,Date/Time,date_of_the_first_dose,data_della_prima_dose,تاريخ,date_of_the_first_dose,NA,NA,init_vaccine_date,1
Q1A2Q62A2,Did you receive COVID-19 vaccination?,Single Answer,did_you_receive_covid_19_vaccination,hai_ricevuto_la_vaccinazione_covid_19,هل_تم_تطعيم_عامل_الرعاية_الصحية؟,did_you_receive_covid_19_vaccination,No,No,init_vaccine,0
Q1A2Q7,Country of residence,Freetext,country_of_residence,country_of_residence,country_of_residence,country_of_residence,NA,NA,country,0
Q1A2Q8,Nationality,Freetext,nationality,nationality,nationality,nationality,NA,NA,nationality,0
Q1A2Q9A1,Occupation in health care facility,Single Answer,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,Medical doctor,Medical doctor,hcw_role,0
Q1A2Q9A10,Occupation in health care facility,Single Answer,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,Patient transporter,Patient transporter,hcw_role,0
Q1A2Q9A11,Occupation in health care facility,Single Answer,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,Catering staff,Catering staff,hcw_role,0
Q1A2Q9A12,Occupation in health care facility,Single Answer,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,Cleaner,Cleaner,hcw_role,0
Q1A2Q9A13,Occupation in health care facility,Single Answer,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,Administration/clerk,Administration/clerk,hcw_role,0
Q1A2Q9A14,Occupation in health care facility,Single Answer,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,Other,Other,hcw_role,0
Q1A2Q9A14Q1,Please specify:,Freetext,please_specify_occupation,please_specify_occupation,please_specify_occupation,please_specify_occupation,NA,NA,hcw_role_specify,1
Q1A2Q9A2,Occupation in health care facility,Single Answer,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,Registered nurse (or equivalent),Registered nurse (or equivalent),hcw_role,0
Q1A2Q9A3,Occupation in health care facility,Single Answer,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,"Assistant nurse, nurse technician (or equivalent)","Assistant nurse, nurse technician (or equivalent)",hcw_role,0
Q1A2Q9A4,Occupation in health care facility,Single Answer,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,Radiology / x-ray technician,Radiology / x-ray technician,hcw_role,0
Q1A2Q9A5,Occupation in health care facility,Single Answer,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,Phlebotomist,Phlebotomist,hcw_role,0
Q1A2Q9A6,Occupation in health care facility,Single Answer,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,Physical therapist,Physical therapist,hcw_role,0
Q1A2Q9A7,Occupation in health care facility,Single Answer,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,Nutritionist/dietitian,Nutritionist/dietitian,hcw_role,0
Q1A2Q9A8,Occupation in health care facility,Single Answer,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,Laboratory personnel,Laboratory personnel,hcw_role,0
Q1A2Q9A9,Occupation in health care facility,Single Answer,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,occupation_in_health_care_facility,Admission/reception clerk,Admission/reception clerk,hcw_role,0
Q1A3,Initial reporting form ,Multiple answers,initial_reporting_form,initial_reporting_form,initial_reporting_form,initial_reporting_form,Initial reporting form to be completed by LABORATORY PERSONNEL (SEROLOGY),Initial reporting form to be completed by LABORATORY PERSONNEL (SEROLOGY),init_form,0
Q1A3Q1,Unique health worker ID,Freetext,unique_health_worker_id_lab,unique_health_worker_id_lab,unique_health_worker_id_lab,unique_health_worker_id_lab,NA,NA,init_sero_id,1
Q1A3Q2,Laboratory identification number,Freetext,laboratory_identification_number,laboratory_identification_number,laboratory_identification_number,laboratory_identification_number,NA,NA,init_sero_lab_id,1
Q1A3Q3,Date sample collected,Date/Time,date_sample_collected,date_sample_collected,date_sample_collected,date_sample_collected,NA,NA,init_sero_collection_date,1
Q1A3Q4,Date sample received,Date/Time,date_sample_received,date_sample_received,date_sample_received,date_sample_received,NA,NA,init_sero_received_date,1
Q1A3Q5A1,Type of sample,Single Answer,type_of_sample,type_of_sample,type_of_sample,type_of_sample,Serum,Serum,init_sero_sample_type,1
Q1A3Q5A2,Type of sample,Single Answer,type_of_sample,type_of_sample,type_of_sample,type_of_sample,Other ,Other ,init_sero_sample_type,1
Q1A3Q5A2Q1,Please specify,Freetext,please_specify_sampletype,please_specify_sampletype,please_specify_sampletype,please_specify_sampletype,NA,NA,init_sero_sample_type_specify,1
Q1A3Q6A1,Type of test,Single Answer,type_of_test,type_of_test,type_of_test,type_of_test,ELISA/IFA IgM/IgG/IgA,ELISA/IFA IgM/IgG,init_sero_test_type,1
Q1A3Q6A2,Type of test,Single Answer,type_of_test,type_of_test,type_of_test,type_of_test,Neutralization assay,Neutralization assay,init_sero_test_type,1
Q1A3Q6A3,Type of test,Single Answer,type_of_test,type_of_test,type_of_test,type_of_test,RDT,RDT,init_sero_test_type,1
Q1A3Q6A4,Type of test,Single Answer,type_of_test,type_of_test,type_of_test,type_of_test,Other,Other,init_sero_test_type,1
Q1A3Q6A4Q1,Please specify,Freetext,please_specify_testtype,please_specify_testtype,please_specify_testtype,please_specify_testtype,NA,NA,init_sero_test_type_specify,1
Q1A3Q7A1,Result (COVID-19 antibody titre),Single Answer,result_covid_19_antibody_titres,result_covid_19_antibody_titres,result_covid_19_antibody_titres,result_covid_19_antibody_titres,POSITIVE,POSITIVE,init_sero_result,1
Q1A3Q7A1Q1,Titre (enter parts diluent),Numeric,titre_enter_parts_diluent,titre_enter_parts_diluent,titre_enter_parts_diluent,titre_enter_parts_diluent,NA,NA,init_sero_result_pos_titre,1
Q1A3Q7A2,Result (COVID-19 antibody titre),Single Answer,result_covid_19_antibody_titres,result_covid_19_antibody_titres,result_covid_19_antibody_titres,result_covid_19_antibody_titres,INCONCLUSIVE,INCONCLUSIVE,init_sero_result,1
Q1A3Q7A2Q1,Titre (enter parts diluent),Numeric,titre_enter_parts_diluent_clone_3215ea5b-1c4d-4a7d-b702-ba8deadafa09,titre_enter_parts_diluent_clone_3215ea5b-1c4d-4a7d-b702-ba8deadafa09,titre_enter_parts_diluent_clone_3215ea5b-1c4d-4a7d-b702-ba8deadafa09,titre_enter_parts_diluent_clone_3215ea5b-1c4d-4a7d-b702-ba8deadafa09,NA,NA,init_sero_result_incon_titre,1
Q1A3Q7A3,Result (COVID-19 antibody titre),Single Answer,result_covid_19_antibody_titres,result_covid_19_antibody_titres,result_covid_19_antibody_titres,result_covid_19_antibody_titres,NEGATIVE,NEGATIVE,init_sero_result,1
Q1A3Q7A3Q1,Titre (enter parts diluent),Numeric,titre_enter_parts_diluent_neg,titre_enter_parts_diluent_neg,titre_enter_parts_diluent_neg,titre_enter_parts_diluent_neg,NA,NA,init_sero_result_neg_titre,1
Q1A3Q8,Result date,Date/Time,result_date,result_date,result_date,result_date,NA,NA,init_sero_result_date,1
Q1A3Q9A1,Specimens shipped to other laboratory for confirmation,Single Answer,specimens_shipped_to_other_laboratory_for_confirmation,specimens_shipped_to_other_laboratory_for_confirmation,specimens_shipped_to_other_laboratory_for_confirmation,specimens_shipped_to_other_laboratory_for_confirmation,Yes,Yes,init_sero_otherlab,1
Q1A3Q9A1Q1,Specify date shipped,Date/Time,Specify date shipped,Specify date shipped,Specify date shipped,Specify date shipped,NA,NA,init_sero_otherlab_date,1
Q1A3Q9A1Q2,Name of the laboratory,Freetext,name_of_the_laboratory,name_of_the_laboratory,name_of_the_laboratory,name_of_the_laboratory,NA,NA,init_sero_otherlab_name,1
Q1A3Q9A2,Specimens shipped to other laboratory for confirmation,Single Answer,specimens_shipped_to_other_laboratory_for_confirmation,specimens_shipped_to_other_laboratory_for_confirmation,specimens_shipped_to_other_laboratory_for_confirmation,specimens_shipped_to_other_laboratory_for_confirmation,No,No,init_sero_otherlab,1
Q1A4,Initial reporting form ,Multiple answers,initial_reporting_form,initial_reporting_form,initial_reporting_form,initial_reporting_form,Initial reporting form to be completed by LABORATORY PERSONNEL (VIROLOGY),Initial reporting form to be completed by LABORATORY PERSONNEL (VIROLOGY),init_form,1
Q1A4Q1,Unique health worker ID,Freetext,unique_health_worker_id_lab_clone_aa3fda18-5fe5-4bbf-b780-6ba1eb825a4a,unique_health_worker_id_lab_clone_aa3fda18-5fe5-4bbf-b780-6ba1eb825a4a,unique_health_worker_id_lab_clone_aa3fda18-5fe5-4bbf-b780-6ba1eb825a4a,unique_health_worker_id_lab_clone_aa3fda18-5fe5-4bbf-b780-6ba1eb825a4a,NA,NA,init_viro_id,1
Q1A4Q10,Result date,Date/Time,result_date_clone_baa67a3f-7d59-4d3d-a9ec-fd28638ed5db,result_date_clone_baa67a3f-7d59-4d3d-a9ec-fd28638ed5db,result_date_clone_baa67a3f-7d59-4d3d-a9ec-fd28638ed5db,result_date_clone_baa67a3f-7d59-4d3d-a9ec-fd28638ed5db,NA,NA,init_viro_result_date,1
Q1A4Q11A1,Specimens shipped to other laboratory for confirmation,Single Answer,specimens_shippspecimens_shipped_to_other_laboratory_for_confirmation_clone_1603739f-d37e-4423-928a-fdcae010c042ed_to_other_laboratory_for_confirmation,specimens_shippspecimens_shipped_to_other_laboratory_for_confirmation_clone_1603739f-d37e-4423-928a-fdcae010c042ed_to_other_laboratory_for_confirmation,specimens_shippspecimens_shipped_to_other_laboratory_for_confirmation_clone_1603739f-d37e-4423-928a-fdcae010c042ed_to_other_laboratory_for_confirmation,specimens_shippspecimens_shipped_to_other_laboratory_for_confirmation_clone_1603739f-d37e-4423-928a-fdcae010c042ed_to_other_laboratory_for_confirmation,Yes,Yes,init_viro_otherlab,1
Q1A4Q11A2,Specimens shipped to other laboratory for confirmation,Single Answer,specimens_shipped_to_other_laboratory_for_confirmation_clone_1603739f-d37e-4423-928a-fdcae010c042,specimens_shipped_to_other_laboratory_for_confirmation_clone_1603739f-d37e-4423-928a-fdcae010c042,specimens_shipped_to_other_laboratory_for_confirmation_clone_1603739f-d37e-4423-928a-fdcae010c042,specimens_shipped_to_other_laboratory_for_confirmation_clone_1603739f-d37e-4423-928a-fdcae010c042,No,No,init_viro_otherlab,1
Q1A4Q2,Laboratory identification number,Freetext,laboratory_identification_number_clone_e9316325-a1c7-43c9-8904-cc910e09b776,laboratory_identification_number_clone_e9316325-a1c7-43c9-8904-cc910e09b776,laboratory_identification_number_clone_e9316325-a1c7-43c9-8904-cc910e09b776,laboratory_identification_number_clone_e9316325-a1c7-43c9-8904-cc910e09b776,NA,NA,init_viro_lab_id,1
Q1A4Q3,Date sample collected,Date/Time,date_sample_collected_clone_46dbe54d-7afb-421d-8890-e82347467a47,date_sample_collected_clone_46dbe54d-7afb-421d-8890-e82347467a47,date_sample_collected_clone_46dbe54d-7afb-421d-8890-e82347467a47,date_sample_collected_clone_46dbe54d-7afb-421d-8890-e82347467a47,NA,NA,init_viro_collection_date,1
Q1A4Q4,Date sample received,Date/Time,date_sample_received_clone_f74fe155-9a57-4892-8cd6-7f8854b286f6,date_sample_received_clone_f74fe155-9a57-4892-8cd6-7f8854b286f6,date_sample_received_clone_f74fe155-9a57-4892-8cd6-7f8854b286f6,date_sample_received_clone_f74fe155-9a57-4892-8cd6-7f8854b286f6,NA,NA,init_viro_received_date,1
Q1A4Q5A1,Reason for testing,Single Answer,reason_for_testing,reason_for_testing,reason_for_testing,reason_for_testing,Onset of symptoms,Onset of symptoms,init_viro_reason,1
Q1A4Q5A2,Reason for testing,Single Answer,reason_for_testing,reason_for_testing,reason_for_testing,reason_for_testing,Close contact (within 1 metre) with a confirmed COVID-19 patient without appropriate PPE,Close contact (within 1 metre) with a confirmed COVID-19 patient without appropriate PPE,init_viro_reason,1
Q1A4Q5A3,Reason for testing,Single Answer,reason_for_testing,reason_for_testing,reason_for_testing,reason_for_testing,Routine test (regardless of having symptoms),Routine test,init_viro_reason,1
Q1A4Q5A4,Reason for testing,Single Answer,reason_for_testing,reason_for_testing,reason_for_testing,reason_for_testing,Control,Other,init_viro_reason,1
Q1A4Q5A5,Reason for testing,Single Answer,reason_for_testing,reason_for_testing,reason_for_testing,reason_for_testing,Other,Other,init_viro_reason,1
